Synonym,Name,OrphaCode
HIGM2,Hyper-IgM syndrome type 2,101089
HIGM5,Hyper-IgM syndrome type 5,101092
Hyper-IgM syndrome due to UNG deficiency,Hyper-IgM syndrome type 5,101092
Hyper-IgM syndrome due to uracil N-glycosylase,Hyper-IgM syndrome type 5,101092
AMKL in adult,Acute megakaryoblastic leukemia in adult,662934
AML M7 in adult,Acute megakaryoblastic leukemia in adult,662934
Acute megakaryocytic leukemia in adult,Acute megakaryoblastic leukemia in adult,662934
Acute myeloid leukemia M7 in adult,Acute megakaryoblastic leukemia in adult,662934
HIGM4,Hyper-IgM syndrome type 4,101091
HH,Hobnail hemangioma,675362
THH,Hobnail hemangioma,675362
Targetoid hemosiderotic hemangioma,Hobnail hemangioma,675362
FHH type 2,Familial hypocalciuric hypercalcemia type 2,101049
FHH type 3,Familial hypocalciuric hypercalcemia type 3,101050
BDUMP,Bilateral diffuse uveal melanocytic proliferation disease,674968
Paraneoplastic uveal melanocytic hyperplasia,Bilateral diffuse uveal melanocytic proliferation disease,674968
Large segmental hemangioma,Isolated segmental infantile hemangioma,675380
Segmental hemangioma of infancy,Isolated segmental infantile hemangioma,675380
MVH,Microvenular haemangioma,675369
Atypical macular coloboma,Torpedo Maculopathy,674935
Congenital hypomelanotic freckle,Torpedo Maculopathy,674935
Paramacular albinotic spot syndrome,Torpedo Maculopathy,674935
Solitary hypopigmented nevus of the retinal pigment epithelium,Torpedo Maculopathy,674935
TM,Torpedo Maculopathy,674935
PEVAC,Perifoveal exudative vascular anomalous complex,674930
Isolated retinal arteriovenous aneurysm 3,Isolated retinal racemose hemangioma,674924
RRH,Isolated retinal racemose hemangioma,674924
SMACH,Stellate multiform amelanotic choroidopathy,674958
Serous maculopathy due to aspecific choroidopathy,Stellate multiform amelanotic choroidopathy,674958
MEWDS,Multiple evanescent white dot syndrome,674953
DUSN,Diffuse unilateral subacute neuroretinitis,674947
Unilateral wipe-out syndrome,Diffuse unilateral subacute neuroretinitis,674947
ADEAF,Autosomal dominant epilepsy with auditory features,101046
ADLTE,Autosomal dominant epilepsy with auditory features,101046
ADPEAF,Autosomal dominant epilepsy with auditory features,101046
Autosomal dominant lateral temporal lobe epilepsy,Autosomal dominant epilepsy with auditory features,101046
Partial epilepsy with auditory aura,Autosomal dominant epilepsy with auditory features,101046
Partial epilepsy with auditory features,Autosomal dominant epilepsy with auditory features,101046
CSCD,Congenital stromal corneal dystrophy,101068
Congenital hereditary stromal dystrophy,Congenital stromal corneal dystrophy,101068
Witschel dystrophy,Congenital stromal corneal dystrophy,101068
SCN-developmental delay-pancreatic insufficiency syndrome due to SRP54 deficiency,Severe congenital neutropenia-developmental delay-pancreatic insufficiency syndrome due to SRP54 deficiency,675767
Severe congenital neutropenia-developmental delay-pancreatic insufficiency syndrome due to signal recognition protein 54 deficiency,Severe congenital neutropenia-developmental delay-pancreatic insufficiency syndrome due to SRP54 deficiency,675767
ALHE,Epithelioid hemangioma,675396
Angiolymphoid hyperplasia with eosinophilia,Epithelioid hemangioma,675396
EH,Epithelioid hemangioma,675396
Cockett syndrome,May-Thurner syndrome,675404
MTS,May-Thurner syndrome,675404
INFLTR8,TLR8-related inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome,675628
Toll-like receptor 8-associated inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome,TLR8-related inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome,675628
Complete situs inversus,Situs inversus totalis,101063
Complete situs inversus viscerum,Situs inversus totalis,101063
Situs inversus,Situs inversus totalis,101063
Basal cell carcinoma of the buccal mucosa,Intraoral basal cell carcinoma,667678
Basal cell carcinoma of the oral cavity,Intraoral basal cell carcinoma,667678
IOBCC intramucosal basal cell carcinoma,Intraoral basal cell carcinoma,667678
Breast implant-associated ALCL,Breast implant-associated anaplastic large cell lymphoma,667662
Seroma-associated ALCL,Breast implant-associated anaplastic large cell lymphoma,667662
TCF12-related syndromic craniosynostosis,Craniosynostosis-facial dysmorphism-brachydactyly syndrome,672979
Metastatic vascular neoplasm,Malignant vascular tumor,673466
ZIC1-related syndromic craniosynostosis,Craniosynostosis-skeletal and cerebellar anomalies-learning disabilities syndrome,672985
Intermediate tumors,Borderline vascular tumor,673473
Locally aggressive tumors,Borderline vascular tumor,673473
SPG29,Autosomal dominant spastic paraplegia type 29,101009
SPG30,Autosomal spastic paraplegia type 30,101010
SPG31,Autosomal dominant spastic paraplegia type 31,101011
Romano-Ward long QT syndrome,Romano-Ward syndrome,101016
Juvenile pilocytic astrocytoma,Classic pilocytic astrocytoma,673580
Anaplastic pilocytic astrocytoma,Pilocytic astrocytoma with histological features of anaplasia,673585
Syndrome with congenital functional defect of phagocyte as a major feature,Syndrome with congenital phagocyte functional defect as a major feature,674648
Syndrome with constitutional functional phagocyte defect as a major feature,Syndrome with congenital phagocyte functional defect as a major feature,674648
ACTB-AST,Actinomyopathy-associated syndromic thrombocytopenia,674653
Early-onset AID due to HA20,Early-onset autoinflammatory syndrome due to A20 haploinsufficiency,674762
Early-onset autoinflammatory disorder due to HA20,Early-onset autoinflammatory syndrome due to A20 haploinsufficiency,674762
Early-onset autoinflammatory syndrome associated with TNFAIP3,Early-onset autoinflammatory syndrome due to A20 haploinsufficiency,674762
HA20-related monogenic Behcet-like disease,Early-onset autoinflammatory syndrome due to A20 haploinsufficiency,674762
Non-syndromic congenital functional defect of phagocytes,Non-syndromic congenital phagocyte functional defect,674896
Non-syndromic constitutional functional phagocyte defect,Non-syndromic congenital phagocyte functional defect,674896
EFMR,Female restricted epilepsy with intellectual disability,101039
Juberg-Hellman syndrome,Female restricted epilepsy with intellectual disability,101039
IPEH,Intravascular papillary endothelial hyperplasia,673525
Masson's hemangioma,Intravascular papillary endothelial hyperplasia,673525
Masson's tumor,Intravascular papillary endothelial hyperplasia,673525
Masson's vegetant intravascular hemangiendothelioma,Intravascular papillary endothelial hyperplasia,673525
Reactive papillary endothelial hyperplasia,Intravascular papillary endothelial hyperplasia,673525
Vegetant intravascular hemangioendothelioma,Intravascular papillary endothelial hyperplasia,673525
LCA,Littoral cell hemangioma of the spleen,673538
Littoral cell angioma,Littoral cell hemangioma of the spleen,673538
TALDO deficiency,Transaldolase deficiency,101028
Papillary capillary hemangioma,Papillary hemangioma,673543
EAH,Eccrine angiomatous hamartoma,673568
Eccrine angiomatous nevus,Eccrine angiomatous hamartoma,673568
Cutaneous reactive dermatoses,Reactive angioendotheliomatosis,673574
RA,Reactive angioendotheliomatosis,673574
RAE,Reactive angioendotheliomatosis,673574
Autosomal dominant spastic paraplegia type 3A,Autosomal dominant spastic paraplegia type 3,100984
SPG3A,Autosomal dominant spastic paraplegia type 3,100984
Strümpell disease,Autosomal dominant spastic paraplegia type 3,100984
Autosomal recessive pure HSP,Autosomal recessive pure spastic paraplegia,100982
Autosomal recessive pure SPG,Autosomal recessive pure spastic paraplegia,100982
Autosomal recessive uncomplicated HSP,Autosomal recessive pure spastic paraplegia,100982
Autosomal recessive uncomplicated SPG,Autosomal recessive pure spastic paraplegia,100982
Autosomal recessive uncomplicated spastic paraplegia,Autosomal recessive pure spastic paraplegia,100982
Autosomal recessive complex HSP,Autosomal recessive complex spastic paraplegia,100981
Autosomal recessive complex SPG,Autosomal recessive complex spastic paraplegia,100981
Autosomal recessive complicated HSP,Autosomal recessive complex spastic paraplegia,100981
Autosomal recessive complicated SPG,Autosomal recessive complex spastic paraplegia,100981
Autosomal recessive complicated spastic paraplegia,Autosomal recessive complex spastic paraplegia,100981
Autosomal dominant pure HSP,Autosomal dominant pure spastic paraplegia,100980
Autosomal dominant pure SPG,Autosomal dominant pure spastic paraplegia,100980
Autosomal dominant uncomplicated HSP,Autosomal dominant pure spastic paraplegia,100980
Autosomal dominant uncomplicated SPG,Autosomal dominant pure spastic paraplegia,100980
Autosomal dominant uncomplicated spastic paraplegia,Autosomal dominant pure spastic paraplegia,100980
Autosomal dominant complex HSP,Autosomal dominant complex spastic paraplegia,100979
Autosomal dominant complex SPG,Autosomal dominant complex spastic paraplegia,100979
Autosomal dominant complicated HSP,Autosomal dominant complex spastic paraplegia,100979
Autosomal dominant complicated SPG,Autosomal dominant complex spastic paraplegia,100979
Autosomal dominant complicated spastic paraplegia,Autosomal dominant complex spastic paraplegia,100979
Benallegue-Lacete syndrome,Cloverleaf skull-asphyxiating thoracic dysplasia syndrome,100978
SPG10,Autosomal dominant spastic paraplegia type 10,100991
OBSOLETE: SPG9,OBSOLETE: Autosomal dominant spastic paraplegia type 9,100990
SPG8,Autosomal dominant spastic paraplegia type 8,100989
SPG6,Autosomal dominant spastic paraplegia type 6,100988
SPG5A,Autosomal recessive spastic paraplegia type 5A,100986
SPG4,Autosomal dominant spastic paraplegia type 4,100985
SPG19,Autosomal dominant spastic paraplegia type 19,100999
Childhood-onset spastic paraparesis-distal muscle wasting syndrome,Autosomal recessive spastic paraplegia type 20,101000
SPG20,Autosomal recessive spastic paraplegia type 20,101000
Troyer syndrome,Autosomal recessive spastic paraplegia type 20,101000
SPG16,X-linked spastic paraplegia type 16,100997
SPG17,Autosomal dominant spastic paraplegia type 17,100998
Silver syndrome,Autosomal dominant spastic paraplegia type 17,100998
Spastic paraplegia-amyotrophy of hands and feet,Autosomal dominant spastic paraplegia type 17,100998
SPG14,Autosomal recessive spastic paraplegia type 14,100995
Hereditary spastic paraparesis type 15,Autosomal recessive spastic paraplegia type 15,100996
Kjellin syndrome,Autosomal recessive spastic paraplegia type 15,100996
SPG15,Autosomal recessive spastic paraplegia type 15,100996
Spastic paraplegia-retinal degeneration syndrome,Autosomal recessive spastic paraplegia type 15,100996
SPG12,Autosomal dominant spastic paraplegia type 12,100993
SPG13,Autosomal dominant spastic paraplegia type 13,100994
SPG27,Autosomal recessive spastic paraplegia type 27,101007
SPG28,Autosomal recessive spastic paraplegia type 28,101008
Autosomal recessive spastic paraplegia-disc herniation syndrome,Autosomal recessive spastic paraplegia type 25,101005
SPG25,Autosomal recessive spastic paraplegia type 25,101005
GM2 synthase deficiency,Autosomal recessive spastic paraplegia type 26,101006
SPG26,Autosomal recessive spastic paraplegia type 26,101006
Lison syndrome,Autosomal recessive spastic paraplegia type 23,101003
SPG23,Autosomal recessive spastic paraplegia type 23,101003
Spastic paraparesis-vitiligo-premature graying-characteristic facies syndrome,Autosomal recessive spastic paraplegia type 23,101003
SPG24,Autosomal recessive spastic paraplegia type 24,101004
Mast syndrome,Autosomal recessive spastic paraplegia type 21,101001
SPG21,Autosomal recessive spastic paraplegia type 21,101001
Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective Rabenosyn-5,Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective RBSN,675782
DEX,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125
"Deficiency in ELF4, X-linked",X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125
X-AIDE,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125
X-linked autoinflammatory and immunodeficiency disease associated with ELF4,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125
X-linked immune dysregulation with inflammatory bowel disease due to E74 like ETS transcription factor 4 deficiency,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,676125
Malignant carcinoid syndrome,Carcinoid syndrome,100093
GEP-NEN,Gastroenteropancreatic neuroendocrine neoplasm,100092
ALAD porphyria,Porphyria due to ALA dehydratase deficiency,100924
Porphyria due to ALAD deficiency,Porphyria due to ALA dehydratase deficiency,100924
Porphyria due to delta-aminolevulinate dehydratase deficiency,Porphyria due to ALA dehydratase deficiency,100924
Porphyria of Doss,Porphyria due to ALA dehydratase deficiency,100924
Intellectual disability associated with fragile site FRAXE,FRAXE intellectual disability,100973
BSI,Bathing suit ichthyosis,100976
F12-related HAE with normal C1 inhibitor,F12-related hereditary angioedema with normal C1Inh,100054
HAE 3,F12-related hereditary angioedema with normal C1Inh,100054
HAE-III,F12-related hereditary angioedema with normal C1Inh,100054
Hereditary angioedema type 3,F12-related hereditary angioedema with normal C1Inh,100054
Hereditary angioneurotic edema type 3,F12-related hereditary angioedema with normal C1Inh,100054
Inherited estrogen-associated angioedema,F12-related hereditary angioedema with normal C1Inh,100054
Inherited estrogen-associated angioneurotic edema,F12-related hereditary angioedema with normal C1Inh,100054
Inherited estrogen-dependent angioedema,F12-related hereditary angioedema with normal C1Inh,100054
Inherited estrogen-dependent angioneurotic edema,F12-related hereditary angioedema with normal C1Inh,100054
HAE 2,Hereditary angioedema type 2,100051
HAE-II,Hereditary angioedema type 2,100051
Hereditary angioneurotic edema type 2,Hereditary angioedema type 2,100051
ACE inhibitor-related acquired angioedema,Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057
ACEI-related acquired angioedema,Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057
Acquired angioedema with normal C1 inhibitor,Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057
Acquired angioedema with normal C1INH,Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057
